invoice_id,customer_name,customer_segment,vendor_name,invoice_amount,invoice_date,due_date,payment_date,payment_status,days_to_pay,is_late,days_overdue
INV-2026-01176,Vertex Biotech,Enterprise,TradeLedger Finance,32573.29,2025-05-27,2025-07-26,2025-07-22,Paid,56,0,0
INV-2026-01177,Riverstone Hotels,Mid-Market,SupplyChain Pro,26867.37,2024-12-13,2025-01-27,,Outstanding,513,1,468
INV-2026-01178,Orion Aerospace,Enterprise,FleetManage Co,122480.99,2025-02-07,2025-04-08,2025-03-29,Paid,50,0,0
INV-2026-01179,Vertex Biotech,Enterprise,CloudServe Inc,62111.31,2025-10-01,2025-11-30,2025-11-30,Paid,60,0,0
INV-2026-01180,Juniper Consulting,Mid-Market,SupplyChain Pro,34591.0,2025-05-27,2025-07-11,2025-07-08,Paid,42,0,0
INV-2026-01181,Delta Manufacturing,Enterprise,FleetManage Co,114012.08,2025-05-22,2025-07-21,2025-07-19,Paid,58,0,0
INV-2026-01182,Granite Construction,Enterprise,CloudServe Inc,125157.77,2025-01-25,2025-03-26,2025-03-25,Paid,59,0,0
INV-2026-01183,Brightline Retail,SMB,WorkCapital Hub,5910.68,2025-10-16,2025-11-15,2025-11-14,Paid,29,0,0
INV-2026-01184,Lumen Software,SMB,DataPipe Solutions,1613.02,2025-05-19,2025-06-18,2025-07-12,Late,54,1,24
INV-2026-01185,Juniper Consulting,Mid-Market,NetScale Partners,21100.29,2025-03-20,2025-05-04,2025-04-28,Paid,39,0,0
INV-2026-01186,Evergreen Health,Mid-Market,SupplyChain Pro,18080.79,2026-02-28,2026-04-14,,Outstanding,71,1,26
INV-2026-01187,Acme Logistics,SMB,FleetManage Co,4711.82,2025-06-16,2025-07-16,2025-07-07,Paid,21,0,0
INV-2026-01188,Pinnacle Insurance,Mid-Market,GreenLedger Systems,40425.55,2025-07-04,2025-08-18,2025-08-14,Paid,41,0,0
INV-2026-01189,Xeno Packaging,SMB,PayFlow Technologies,6268.42,2026-03-17,2026-04-16,,Outstanding,54,1,24
INV-2026-01190,Westfield Properties,Mid-Market,NetScale Partners,40117.08,2025-01-24,2025-03-10,,Outstanding,471,1,426
INV-2026-01191,Ironclad Security,SMB,DataPipe Solutions,4605.92,2025-05-04,2025-06-03,2025-06-18,Late,45,1,15
INV-2026-01192,Cascade Foods,Mid-Market,GreenLedger Systems,43117.86,2024-12-05,2025-01-19,2025-01-18,Paid,44,0,0
INV-2026-01193,Union Transport,Mid-Market,SupplyChain Pro,16045.19,2025-12-03,2026-01-17,2026-01-14,Paid,42,0,0
INV-2026-01194,Riverstone Hotels,Mid-Market,WorkCapital Hub,12368.31,2026-03-15,2026-04-29,,Outstanding,56,1,11
INV-2026-01195,Evergreen Health,Mid-Market,CloudServe Inc,37911.67,2025-04-26,2025-06-10,2025-05-31,Paid,35,0,0
INV-2026-01196,Xeno Packaging,SMB,WorkCapital Hub,4725.83,2026-04-16,2026-05-16,,Outstanding,24,0,0
INV-2026-01197,Frontier Tech,SMB,CloudServe Inc,9644.1,2024-12-19,2025-01-18,2025-02-09,Late,52,1,22
INV-2026-01198,Meridian Pharma,Enterprise,TradeLedger Finance,27203.02,2025-03-17,2025-05-16,2025-05-15,Paid,59,0,0
INV-2026-01199,Xeno Packaging,SMB,NetScale Partners,4377.43,2026-03-16,2026-04-15,2026-04-15,Paid,30,0,0
INV-2026-01200,Ironclad Security,SMB,WorkCapital Hub,6572.08,2025-04-02,2025-05-02,2025-05-03,Late,31,1,1
INV-2026-01201,Summit Financial,Enterprise,CloudServe Inc,57778.03,2025-09-22,2025-11-21,2025-11-18,Paid,57,0,0
INV-2026-01202,Evergreen Health,Mid-Market,InsightOps Ltd,38422.73,2025-10-03,2025-11-17,2025-11-14,Paid,42,0,0
INV-2026-01203,Frontier Tech,SMB,SupplyChain Pro,3015.41,2025-01-07,2025-02-06,2025-01-28,Paid,21,0,0
INV-2026-01204,Meridian Pharma,Enterprise,SupplyChain Pro,168985.77,2025-09-03,2025-11-02,2025-10-24,Paid,51,0,0
INV-2026-01205,Riverstone Hotels,Mid-Market,CloudServe Inc,22365.95,2025-10-26,2025-12-10,2025-12-01,Paid,36,0,0
INV-2026-01206,Frontier Tech,SMB,SupplyChain Pro,8796.18,2026-03-25,2026-04-24,,Outstanding,46,1,16
INV-2026-01207,Brightline Retail,SMB,NetScale Partners,4937.55,2025-12-19,2026-01-18,2026-01-15,Paid,27,0,0
INV-2026-01208,Frontier Tech,SMB,NetScale Partners,7555.61,2025-10-26,2025-11-25,2025-11-18,Paid,23,0,0
INV-2026-01209,Summit Financial,Enterprise,SupplyChain Pro,126234.32,2025-10-19,2025-12-18,2025-12-16,Paid,58,0,0
INV-2026-01210,Acme Logistics,SMB,WorkCapital Hub,3183.27,2026-03-20,2026-04-19,,Outstanding,51,1,21
INV-2026-01211,Terra Farms,SMB,GreenLedger Systems,9916.47,2025-04-13,2025-05-13,2025-05-09,Paid,26,0,0
INV-2026-01212,Juniper Consulting,Mid-Market,NetScale Partners,15983.36,2025-07-15,2025-08-29,2025-08-24,Paid,40,0,0
INV-2026-01213,Meridian Pharma,Enterprise,GreenLedger Systems,144166.68,2025-04-06,2025-06-05,2025-06-05,Paid,60,0,0
INV-2026-01214,Granite Construction,Enterprise,FleetManage Co,28356.2,2026-02-14,2026-04-15,2026-04-05,Paid,50,0,0
INV-2026-01215,Terra Farms,SMB,CloudServe Inc,4521.14,2025-01-13,2025-02-12,2025-02-07,Paid,25,0,0
INV-2026-01216,Brightline Retail,SMB,SupplyChain Pro,2908.12,2025-08-13,2025-09-12,2025-09-08,Paid,26,0,0
INV-2026-01217,Juniper Consulting,Mid-Market,NetScale Partners,29860.74,2026-04-20,2026-06-04,,Outstanding,20,0,0
INV-2026-01218,Horizon Media,Mid-Market,PayFlow Technologies,33653.47,2024-12-18,2025-02-01,2025-01-27,Paid,40,0,0
INV-2026-01219,Westfield Properties,Mid-Market,DataPipe Solutions,7366.47,2025-05-30,2025-07-14,2025-07-14,Paid,45,0,0
INV-2026-01220,Horizon Media,Mid-Market,DataPipe Solutions,36220.53,2025-02-26,2025-04-12,2025-04-11,Paid,44,0,0
INV-2026-01221,Riverstone Hotels,Mid-Market,FleetManage Co,20651.17,2025-01-14,2025-02-28,,Outstanding,481,1,436
INV-2026-01222,Ironclad Security,SMB,InsightOps Ltd,10013.62,2025-12-15,2026-01-14,2026-02-26,Late,73,1,43
INV-2026-01223,Xeno Packaging,SMB,InsightOps Ltd,11732.62,2025-11-02,2025-12-02,2025-11-26,Paid,24,0,0
INV-2026-01224,Northstar Wholesale,Mid-Market,PayFlow Technologies,5286.84,2025-04-11,2025-05-26,2025-05-16,Paid,35,0,0
INV-2026-01225,Horizon Media,Mid-Market,PayFlow Technologies,41781.28,2025-10-23,2025-12-07,2025-11-29,Paid,37,0,0
INV-2026-01227,Xeno Packaging,SMB,WorkCapital Hub,10949.23,2024-12-05,2025-01-04,2024-12-26,Paid,21,0,0
INV-2026-01228,Pinnacle Insurance,Mid-Market,CloudServe Inc,5348.59,2024-12-26,2025-02-09,2025-02-06,Paid,42,0,0
INV-2026-01229,Riverstone Hotels,Mid-Market,SupplyChain Pro,15341.52,2024-11-25,2025-01-09,2025-03-08,Late,103,1,58
INV-2026-01230,Keystone Energy,Enterprise,InsightOps Ltd,47586.56,2025-09-11,2025-11-10,2025-11-03,Paid,53,0,0
INV-2026-01231,Acme Logistics,SMB,NetScale Partners,7701.42,2026-03-29,2026-04-28,2026-04-27,Paid,29,0,0
INV-2026-01232,Riverstone Hotels,Mid-Market,InsightOps Ltd,44926.12,2025-08-20,2025-10-04,2025-09-28,Paid,39,0,0
INV-2026-01233,Orion Aerospace,Enterprise,SupplyChain Pro,35103.59,2026-03-15,2026-05-14,2026-05-08,Paid,54,0,0
INV-2026-01234,Brightline Retail,SMB,FleetManage Co,5450.96,2025-12-21,2026-01-20,2026-01-13,Paid,23,0,0
INV-2026-01235,Meridian Pharma,Enterprise,DataPipe Solutions,155906.18,2025-11-20,2026-01-19,2026-01-14,Paid,55,0,0
INV-2026-01236,Quantum Analytics,SMB,CloudServe Inc,1418.53,2025-01-29,2025-02-28,2025-02-28,Paid,30,0,0
INV-2026-01237,Juniper Consulting,Mid-Market,DataPipe Solutions,33078.52,2026-02-11,2026-03-28,2026-03-21,Paid,38,0,0
INV-2026-01238,Riverstone Hotels,Mid-Market,CloudServe Inc,42969.29,2024-11-17,2025-01-01,2024-12-22,Paid,35,0,0
INV-2026-01239,Summit Financial,Enterprise,CloudServe Inc,134240.5,2026-03-25,2026-05-24,,Outstanding,46,0,0
INV-2026-01240,Ironclad Security,SMB,NetScale Partners,8642.87,2025-06-11,2025-07-11,2025-07-30,Late,49,1,19
INV-2026-01241,Yellowstone Mining,Enterprise,DataPipe Solutions,143073.05,2024-12-07,2025-02-05,2025-01-27,Paid,51,0,0
INV-2026-01242,Keystone Energy,Enterprise,DataPipe Solutions,178680.38,2025-09-09,2025-11-08,2025-11-03,Paid,55,0,0
INV-2026-01243,Pinnacle Insurance,Mid-Market,SupplyChain Pro,25468.09,2025-07-28,2025-09-11,2025-09-05,Paid,39,0,0
INV-2026-01244,Xeno Packaging,SMB,FleetManage Co,6720.34,2025-10-10,2025-11-09,2025-11-03,Paid,24,0,0
INV-2026-01245,Westfield Properties,Mid-Market,TradeLedger Finance,23067.42,2026-04-25,2026-06-09,,Outstanding,15,0,0
INV-2026-01246,Summit Financial,Enterprise,InsightOps Ltd,82977.14,2025-08-11,2025-10-10,2025-10-18,Late,68,1,8
INV-2026-01247,Meridian Pharma,Enterprise,TradeLedger Finance,63335.11,2025-06-24,2025-08-23,2025-08-20,Paid,57,0,0
INV-2026-01248,Frontier Tech,SMB,PayFlow Technologies,2592.5,2025-01-15,2025-02-14,2025-02-14,Paid,30,0,0
INV-2026-01249,Acme Logistics,SMB,PayFlow Technologies,2826.67,2025-07-04,2025-08-03,2025-07-27,Paid,23,0,0
INV-2026-01250,Acme Logistics,SMB,InsightOps Ltd,3865.31,2025-12-14,2026-01-13,,Outstanding,147,1,117
INV-2026-01251,Acme Logistics,SMB,TradeLedger Finance,9414.05,2025-09-03,2025-10-03,2025-09-29,Paid,26,0,0
INV-2026-01252,Granite Construction,Enterprise,FleetManage Co,157775.35,2024-12-16,2025-02-14,2025-03-20,Late,94,1,34
INV-2026-01253,Xeno Packaging,SMB,FleetManage Co,8135.28,2025-10-06,2025-11-05,2025-11-01,Paid,26,0,0
INV-2026-01254,Brightline Retail,SMB,InsightOps Ltd,9070.97,2026-02-03,2026-03-05,2026-03-07,Late,32,1,2
INV-2026-01255,Northstar Wholesale,Mid-Market,NetScale Partners,37649.67,2025-08-17,2025-10-01,2025-09-28,Paid,42,0,0
INV-2026-01256,Acme Logistics,SMB,FleetManage Co,4023.7,2025-09-04,2025-10-04,2025-10-02,Paid,28,0,0
INV-2026-01257,Evergreen Health,Mid-Market,GreenLedger Systems,6119.46,2025-07-03,2025-08-17,2025-08-16,Paid,44,0,0
INV-2026-01258,Summit Financial,Enterprise,SupplyChain Pro,68588.08,2026-04-08,2026-06-07,,Outstanding,32,0,0
INV-2026-01259,Delta Manufacturing,Enterprise,GreenLedger Systems,39357.31,2026-04-08,2026-06-07,,Outstanding,32,0,0
INV-2026-01260,Riverstone Hotels,Mid-Market,InsightOps Ltd,39945.59,2026-03-05,2026-04-19,,Outstanding,66,1,21
INV-2026-01261,Northstar Wholesale,Mid-Market,GreenLedger Systems,16786.24,2025-12-02,2026-01-16,2026-02-02,Late,62,1,17
INV-2026-01262,Vertex Biotech,Enterprise,SupplyChain Pro,156225.2,2026-04-21,2026-06-20,,Outstanding,19,0,0
INV-2026-01263,Acme Logistics,SMB,FleetManage Co,5419.21,2025-08-13,2025-09-12,2025-09-02,Paid,20,0,0
INV-2026-01264,Westfield Properties,Mid-Market,PayFlow Technologies,15845.47,2026-03-04,2026-04-18,,Outstanding,67,1,22
INV-2026-01265,Union Transport,Mid-Market,PayFlow Technologies,13912.79,2026-03-06,2026-04-20,2026-04-13,Paid,38,0,0
INV-2026-01266,Ironclad Security,SMB,PayFlow Technologies,2288.96,2025-04-23,2025-05-23,2025-05-23,Paid,30,0,0
INV-2026-01267,Granite Construction,Enterprise,PayFlow Technologies,110883.83,2026-01-25,2026-03-26,2026-03-22,Paid,56,0,0
INV-2026-01268,Lumen Software,SMB,PayFlow Technologies,4356.61,2025-12-03,2026-01-02,2025-12-30,Paid,27,0,0
INV-2026-01269,Frontier Tech,SMB,SupplyChain Pro,9808.73,2026-03-28,2026-04-27,,Outstanding,43,1,13
INV-2026-01270,Delta Manufacturing,Enterprise,GreenLedger Systems,38968.33,2026-04-22,2026-06-21,,Outstanding,18,0,0
INV-2026-01271,Granite Construction,Enterprise,FleetManage Co,139911.01,2025-04-05,2025-06-04,2025-05-29,Paid,54,0,0
INV-2026-01272,Riverstone Hotels,Mid-Market,FleetManage Co,9282.82,2024-12-23,2025-02-06,2025-02-06,Paid,45,0,0
INV-2026-01273,Lumen Software,SMB,InsightOps Ltd,6926.39,2025-03-12,2025-04-11,2025-04-11,Paid,30,0,0
INV-2026-01274,Brightline Retail,SMB,SupplyChain Pro,3004.96,2025-04-06,2025-05-06,2025-04-26,Paid,20,0,0
INV-2026-01275,Summit Financial,Enterprise,InsightOps Ltd,44724.93,2025-10-12,2025-12-11,2025-12-09,Paid,58,0,0
INV-2026-01276,Horizon Media,Mid-Market,CloudServe Inc,28550.67,2024-11-25,2025-01-09,2025-03-14,Late,109,1,64
INV-2026-01277,Yellowstone Mining,Enterprise,SupplyChain Pro,109001.67,2025-04-06,2025-06-05,2025-05-26,Paid,50,0,0
INV-2026-01278,Acme Logistics,SMB,PayFlow Technologies,4489.42,2025-01-23,2025-02-22,2025-03-07,Late,43,1,13
INV-2026-01279,Ironclad Security,SMB,InsightOps Ltd,8708.66,2026-01-17,2026-02-16,2026-02-09,Paid,23,0,0
INV-2026-01280,Westfield Properties,Mid-Market,DataPipe Solutions,20337.99,2025-07-02,2025-08-16,2025-08-07,Paid,36,0,0
INV-2026-01281,Brightline Retail,SMB,GreenLedger Systems,4820.49,2026-01-03,2026-02-02,2026-02-02,Paid,30,0,0
INV-2026-01282,Quantum Analytics,SMB,DataPipe Solutions,7730.67,2025-08-13,2025-09-12,2025-09-12,Paid,30,0,0
INV-2026-01283,Juniper Consulting,Mid-Market,SupplyChain Pro,21437.18,2026-04-09,2026-05-24,,Outstanding,31,0,0
INV-2026-01284,Yellowstone Mining,Enterprise,PayFlow Technologies,169113.81,2025-12-09,2026-02-07,2026-02-06,Paid,59,0,0
INV-2026-01285,Juniper Consulting,Mid-Market,TradeLedger Finance,38821.79,2026-02-20,2026-04-06,,Outstanding,79,1,34
INV-2026-01286,Horizon Media,Mid-Market,NetScale Partners,5190.06,2025-02-23,2025-04-09,2025-03-30,Paid,35,0,0
INV-2026-01287,Terra Farms,SMB,FleetManage Co,7776.02,2024-12-23,2025-01-22,2025-02-26,Late,65,1,35
INV-2026-01288,Brightline Retail,SMB,NetScale Partners,2678.14,2025-03-12,2025-04-11,2025-04-03,Paid,22,0,0
INV-2026-01289,Meridian Pharma,Enterprise,WorkCapital Hub,169570.81,2025-10-04,2025-12-03,2025-11-27,Paid,54,0,0
INV-2026-01290,Yellowstone Mining,Enterprise,PayFlow Technologies,162443.87,2025-11-04,2026-01-03,,Outstanding,187,1,127
INV-2026-01291,Union Transport,Mid-Market,SupplyChain Pro,15254.05,2026-01-29,2026-03-15,2026-03-12,Paid,42,0,0
INV-2026-01292,Delta Manufacturing,Enterprise,PayFlow Technologies,135073.63,2025-04-19,2025-06-18,2025-06-10,Paid,52,0,0
INV-2026-01293,Meridian Pharma,Enterprise,InsightOps Ltd,31638.65,2025-09-23,2025-11-22,2025-11-21,Paid,59,0,0
INV-2026-01294,Northstar Wholesale,Mid-Market,InsightOps Ltd,40981.21,2025-12-06,2026-01-20,2026-01-10,Paid,35,0,0
INV-2026-01295,Westfield Properties,Mid-Market,PayFlow Technologies,40847.35,2025-06-15,2025-07-30,2025-07-24,Paid,39,0,0
INV-2026-01296,Terra Farms,SMB,DataPipe Solutions,11407.98,2025-12-28,2026-01-27,2026-01-19,Paid,22,0,0
INV-2026-01297,Orion Aerospace,Enterprise,WorkCapital Hub,158914.37,2026-01-30,2026-03-31,,Outstanding,100,1,40
INV-2026-01298,Cascade Foods,Mid-Market,NetScale Partners,24165.4,2025-05-18,2025-07-02,2025-07-02,Paid,45,0,0
INV-2026-01299,Acme Logistics,SMB,NetScale Partners,1090.95,2026-03-15,2026-04-14,2026-04-08,Paid,24,0,0
INV-2026-01300,Frontier Tech,SMB,FleetManage Co,8381.0,2025-09-29,2025-10-29,2025-11-24,Late,56,1,26
INV-2026-01301,Meridian Pharma,Enterprise,FleetManage Co,76308.43,2026-01-02,2026-03-03,2026-02-27,Paid,56,0,0
INV-2026-01302,Granite Construction,Enterprise,SupplyChain Pro,62973.08,2026-04-11,2026-06-10,,Outstanding,29,0,0
INV-2026-01303,Ironclad Security,SMB,GreenLedger Systems,7420.85,2026-04-19,2026-05-19,,Outstanding,21,0,0
INV-2026-01304,Lumen Software,SMB,TradeLedger Finance,5609.77,2024-11-16,2024-12-16,2024-12-26,Late,40,1,10
INV-2026-01305,Orion Aerospace,Enterprise,FleetManage Co,155241.16,2025-02-15,2025-04-16,2025-04-14,Paid,58,0,0
INV-2026-01306,Riverstone Hotels,Mid-Market,SupplyChain Pro,26984.55,2025-12-07,2026-01-21,2026-01-15,Paid,39,0,0
INV-2026-01307,Xeno Packaging,SMB,GreenLedger Systems,11282.4,2026-03-21,2026-04-20,2026-04-14,Paid,24,0,0
INV-2026-01308,Westfield Properties,Mid-Market,SupplyChain Pro,30852.65,2025-12-04,2026-01-18,2026-01-14,Paid,41,0,0
INV-2026-01309,Lumen Software,SMB,WorkCapital Hub,2227.97,2026-04-07,2026-05-07,,Outstanding,33,1,3
INV-2026-01310,Acme Logistics,SMB,InsightOps Ltd,3343.38,2025-07-03,2025-08-02,2025-07-24,Paid,21,0,0
INV-2026-01311,Summit Financial,Enterprise,PayFlow Technologies,176660.5,2024-11-20,2025-01-19,2025-01-16,Paid,57,0,0
INV-2026-01312,Horizon Media,Mid-Market,DataPipe Solutions,10036.83,2024-12-27,2025-02-10,2025-02-02,Paid,37,0,0
INV-2026-01313,Orion Aerospace,Enterprise,DataPipe Solutions,77566.7,2025-07-23,2025-09-21,,Outstanding,291,1,231
INV-2026-01314,Granite Construction,Enterprise,WorkCapital Hub,158140.09,2026-03-02,2026-05-01,,Outstanding,69,1,9
INV-2026-01315,Union Transport,Mid-Market,SupplyChain Pro,42262.19,2025-08-28,2025-10-12,2025-11-11,Late,75,1,30
INV-2026-01316,Acme Logistics,SMB,PayFlow Technologies,1092.62,2025-12-12,2026-01-11,2026-01-03,Paid,22,0,0
INV-2026-01317,Juniper Consulting,Mid-Market,DataPipe Solutions,15406.92,2025-10-07,2025-11-21,2025-11-21,Paid,45,0,0
INV-2026-01318,Summit Financial,Enterprise,GreenLedger Systems,76671.17,2026-04-06,2026-06-05,,Outstanding,34,0,0
INV-2026-01319,Xeno Packaging,SMB,InsightOps Ltd,2988.2,2025-09-24,2025-10-24,2025-10-18,Paid,24,0,0
INV-2026-01320,Terra Farms,SMB,TradeLedger Finance,5729.34,2025-11-28,2025-12-28,2025-12-18,Paid,20,0,0
INV-2026-01321,Evergreen Health,Mid-Market,SupplyChain Pro,21776.13,2026-02-04,2026-03-21,2026-04-18,Late,73,1,28
INV-2026-01322,Horizon Media,Mid-Market,PayFlow Technologies,15371.68,2025-05-09,2025-06-23,2025-06-21,Paid,43,0,0
INV-2026-01323,Quantum Analytics,SMB,NetScale Partners,3111.95,2025-09-27,2025-10-27,2025-11-23,Late,57,1,27
INV-2026-01324,Frontier Tech,SMB,TradeLedger Finance,10719.28,2025-08-24,2025-09-23,2025-09-15,Paid,22,0,0
INV-2026-01325,Pinnacle Insurance,Mid-Market,FleetManage Co,18790.97,2025-03-11,2025-04-25,2025-04-17,Paid,37,0,0
INV-2026-01326,Horizon Media,Mid-Market,FleetManage Co,31880.92,2025-03-16,2025-04-30,2025-04-29,Paid,44,0,0
INV-2026-01327,Evergreen Health,Mid-Market,PayFlow Technologies,26585.84,2025-11-30,2026-01-14,,Outstanding,161,1,116
INV-2026-01328,Yellowstone Mining,Enterprise,FleetManage Co,113608.45,2026-03-13,2026-05-12,,Outstanding,58,0,0
INV-2026-01329,Yellowstone Mining,Enterprise,GreenLedger Systems,30260.63,2025-12-28,2026-02-26,2026-02-26,Paid,60,0,0
INV-2026-01330,Quantum Analytics,SMB,DataPipe Solutions,9778.76,2025-06-27,2025-07-27,2025-07-17,Paid,20,0,0
INV-2026-01331,Pinnacle Insurance,Mid-Market,GreenLedger Systems,13512.52,2025-02-04,2025-03-21,2025-03-16,Paid,40,0,0
INV-2026-01332,Acme Logistics,SMB,SupplyChain Pro,7442.81,2025-02-05,2025-03-07,2025-03-07,Paid,30,0,0
INV-2026-01333,Juniper Consulting,Mid-Market,SupplyChain Pro,43437.45,2025-11-13,2025-12-28,2025-12-21,Paid,38,0,0
INV-2026-01334,Quantum Analytics,SMB,DataPipe Solutions,1504.71,2026-02-08,2026-03-10,2026-03-06,Paid,26,0,0
INV-2026-01335,Keystone Energy,Enterprise,FleetManage Co,146460.67,2026-01-16,2026-03-17,2026-03-15,Paid,58,0,0
INV-2026-01336,Granite Construction,Enterprise,DataPipe Solutions,50241.32,2025-06-26,2025-08-25,2025-08-16,Paid,51,0,0
INV-2026-01337,Frontier Tech,SMB,NetScale Partners,10809.84,2025-03-08,2025-04-07,2025-03-31,Paid,23,0,0
INV-2026-01338,Orion Aerospace,Enterprise,GreenLedger Systems,34166.75,2025-11-11,2026-01-10,2026-01-03,Paid,53,0,0
INV-2026-01339,Acme Logistics,SMB,InsightOps Ltd,2532.47,2026-04-09,2026-05-09,,Outstanding,31,1,1
INV-2026-01340,Juniper Consulting,Mid-Market,CloudServe Inc,10535.62,2024-12-06,2025-01-20,2025-01-10,Paid,35,0,0
INV-2026-01341,Riverstone Hotels,Mid-Market,NetScale Partners,14980.01,2025-12-27,2026-02-10,2026-02-02,Paid,37,0,0
INV-2026-01342,Juniper Consulting,Mid-Market,PayFlow Technologies,42586.12,2024-12-09,2025-01-23,2025-01-13,Paid,35,0,0
INV-2026-01343,Xeno Packaging,SMB,GreenLedger Systems,4712.21,2026-04-28,2026-05-28,,Outstanding,12,0,0
INV-2026-01344,Yellowstone Mining,Enterprise,SupplyChain Pro,82578.11,2025-12-07,2026-02-05,2026-02-02,Paid,57,0,0
INV-2026-01345,Xeno Packaging,SMB,NetScale Partners,7443.92,2026-01-16,2026-02-15,2026-02-08,Paid,23,0,0
INV-2026-01346,Cascade Foods,Mid-Market,WorkCapital Hub,41597.56,2025-10-24,2025-12-08,2025-11-29,Paid,36,0,0
INV-2026-01347,Summit Financial,Enterprise,TradeLedger Finance,26333.77,2026-04-10,2026-06-09,,Outstanding,30,0,0
INV-2026-01348,Quantum Analytics,SMB,WorkCapital Hub,4658.36,2024-12-10,2025-01-09,2025-01-02,Paid,23,0,0
INV-2026-01349,Frontier Tech,SMB,PayFlow Technologies,2137.65,2025-09-22,2025-10-22,2025-10-17,Paid,25,0,0
INV-2026-01350,Juniper Consulting,Mid-Market,NetScale Partners,6243.64,2026-04-23,2026-06-07,,Outstanding,17,0,0
INV-2026-01351,Ironclad Security,SMB,SupplyChain Pro,1209.27,2025-12-22,2026-01-21,2026-02-04,Late,44,1,14
INV-2026-01352,Xeno Packaging,SMB,SupplyChain Pro,8632.93,2025-08-05,2025-09-04,2025-09-03,Paid,29,0,0
INV-2026-01353,Lumen Software,SMB,FleetManage Co,1699.14,2025-04-26,2025-05-26,2025-06-04,Late,39,1,9
INV-2026-01354,Riverstone Hotels,Mid-Market,FleetManage Co,21010.74,2025-04-26,2025-06-10,2025-08-02,Late,98,1,53
INV-2026-01355,Orion Aerospace,Enterprise,SupplyChain Pro,153957.25,2025-05-15,2025-07-14,2025-07-11,Paid,57,0,0
INV-2026-01356,Delta Manufacturing,Enterprise,SupplyChain Pro,165107.62,2025-02-25,2025-04-26,2025-04-16,Paid,50,0,0
INV-2026-01357,Evergreen Health,Mid-Market,DataPipe Solutions,9620.85,2025-08-26,2025-10-10,2025-10-08,Paid,43,0,0
INV-2026-01358,Riverstone Hotels,Mid-Market,DataPipe Solutions,19915.67,2026-03-17,2026-05-01,2026-04-30,Paid,44,0,0
INV-2026-01359,Horizon Media,Mid-Market,FleetManage Co,9681.97,2025-12-29,2026-02-12,2026-02-05,Paid,38,0,0
INV-2026-01360,Westfield Properties,Mid-Market,InsightOps Ltd,28057.92,2025-06-22,2025-08-06,2025-07-31,Paid,39,0,0
INV-2026-01361,Juniper Consulting,Mid-Market,DataPipe Solutions,27654.14,2025-07-02,2025-08-16,2025-08-12,Paid,41,0,0
INV-2026-01362,Ironclad Security,SMB,GreenLedger Systems,7138.49,2025-05-03,2025-06-02,2025-05-29,Paid,26,0,0
INV-2026-01363,Lumen Software,SMB,TradeLedger Finance,6848.9,2024-12-24,2025-01-23,2025-01-20,Paid,27,0,0
INV-2026-01364,Yellowstone Mining,Enterprise,PayFlow Technologies,51265.24,2026-03-08,2026-05-07,2026-05-05,Paid,58,0,0
INV-2026-01365,Xeno Packaging,SMB,WorkCapital Hub,8780.85,2026-04-27,2026-05-27,,Outstanding,13,0,0
INV-2026-01366,Riverstone Hotels,Mid-Market,PayFlow Technologies,16775.23,2025-01-31,2025-03-17,2025-03-12,Paid,40,0,0
INV-2026-01367,Xeno Packaging,SMB,TradeLedger Finance,1847.54,2026-03-31,2026-04-30,,Outstanding,40,1,10
INV-2026-01368,Acme Logistics,SMB,SupplyChain Pro,11626.98,2026-02-14,2026-03-16,2026-03-11,Paid,25,0,0
INV-2026-01369,Orion Aerospace,Enterprise,TradeLedger Finance,28898.76,2025-09-24,2025-11-23,2025-11-19,Paid,56,0,0
INV-2026-01370,Terra Farms,SMB,SupplyChain Pro,9744.45,2025-11-02,2025-12-02,2026-01-06,Late,65,1,35
INV-2026-01371,Terra Farms,SMB,DataPipe Solutions,5422.85,2025-11-17,2025-12-17,2025-12-31,Late,44,1,14
INV-2026-01372,Keystone Energy,Enterprise,WorkCapital Hub,147799.31,2025-10-17,2025-12-16,2026-02-15,Late,121,1,61
INV-2026-01373,Delta Manufacturing,Enterprise,NetScale Partners,37235.65,2025-04-09,2025-06-08,2025-06-08,Paid,60,0,0
INV-2026-01374,Quantum Analytics,SMB,FleetManage Co,8141.82,2025-11-30,2025-12-30,2025-12-26,Paid,26,0,0
INV-2026-01375,Quantum Analytics,SMB,GreenLedger Systems,6435.1,2025-09-24,2025-10-24,2025-10-19,Paid,25,0,0
INV-2026-01376,Lumen Software,SMB,NetScale Partners,1086.27,2025-03-19,2025-04-18,2025-04-16,Paid,28,0,0
INV-2026-01377,Terra Farms,SMB,InsightOps Ltd,9879.89,2025-07-20,2025-08-19,,Outstanding,294,1,264
INV-2026-01378,Union Transport,Mid-Market,FleetManage Co,38527.04,2026-01-15,2026-03-01,2026-04-06,Late,81,1,36
INV-2026-01379,Terra Farms,SMB,TradeLedger Finance,11235.07,2025-01-17,2025-02-16,2025-02-13,Paid,27,0,0
INV-2026-01380,Pinnacle Insurance,Mid-Market,WorkCapital Hub,41573.1,2025-10-21,2025-12-05,2026-01-08,Late,79,1,34
INV-2026-01381,Acme Logistics,SMB,FleetManage Co,7505.87,2026-02-21,2026-03-23,2026-03-21,Paid,28,0,0
INV-2026-01382,Orion Aerospace,Enterprise,CloudServe Inc,102598.09,2025-05-13,2025-07-12,2025-07-05,Paid,53,0,0
